unitcode,title,level,outcome_number,original_outcome,rewritten_outcome,evaluation,status,feedback,assessment,processing_time
ELEC5506,Process Instrumentation and Control,5,1,demonstrate professional engineering skills and abilities when working in teams,"Collaborate with peers to develop and implement engineering solutions, demonstrating effective teamwork and communication skills.",GOOD,COULD_IMPROVE,"This outcome focuses on demonstration, which aligns with Application, rather than the Synthesis level expected for this unit.",Laboratories; Assignments,2.25298902
ELEC5506,Process Instrumentation and Control,5,2,demonstrate the importance of following international technical standards in relation to accurate technical communication and safety,"Develop technical documentation and safety procedures that adhere to relevant international standards, justifying their application in process instrumentation and control.",GOOD,NEEDS_REVISION,"The verb 'demonstrate' falls into the Application level, and the outcome focuses on understanding importance rather than creating something new.",Assignments; Final Examination,2.25298902
ELEC5506,Process Instrumentation and Control,5,3,demonstrate awareness of hazards and analyse risk in relation to economic and safety considerations,"Formulate risk mitigation strategies for process instrumentation and control systems, considering both economic and safety constraints.",GOOD,NEEDS_REVISION,This outcome combines awareness (Knowledge) with analysis. The focus should be on creating a solution or plan.,Assignments; Final Examination,2.25298902
ELEC5506,Process Instrumentation and Control,5,4,design signal conditioning circuits for process instrumentation and control,,ALREADY_GOOD,GOOD,"This outcome uses the verb 'design', which is appropriate for the Synthesis level, requiring the creation of a new circuit.",Assignments; Final Examination,2.25298902
ELEC5506,Process Instrumentation and Control,5,5,analyse various measurement principles,Develop novel measurement techniques by combining and adapting existing measurement principles for specific process control applications.,BAD,NEEDS_REVISION,"'Analyse' is at the Analysis level, not Synthesis. This outcome needs to move beyond breaking down principles to creating something new based on them.",Assignments; Final Examination,2.25298902
ELEC5506,Process Instrumentation and Control,5,6,design industrial control systems,,ALREADY_GOOD,GOOD,"The verb 'design' is appropriate for the Synthesis level, as it requires the creation of a new system.",Laboratories; Assignments; Final Examination,2.25298902
ELEC5506,Process Instrumentation and Control,5,7,write ladder logic programs for PLCs,,ALREADY_GOOD,GOOD,"'Write' in this context implies creation and implementation, fitting the Synthesis level. The unit currently has 7 Learning Outcomes, which is within the acceptable range of 3-6 for a 6-point unit. However, several outcomes require revision to align with the expected Bloom's Taxonomy level of Synthesis, focusing more on creation, design, and formulation rather than demonstration, awareness, or analysis.",Laboratories; Assignments; Final Examination,2.25298902
HART3205,Special unit: Curatorial Studies Internship,3,1,apply communication and interpersonal skills to a working situation,,ALREADY_GOOD,GOOD,This learning outcome appropriately uses the ‘apply’ verb and focuses on practical application of skills within a professional context.,work placement; practicum portfolio; and career planning activities,2.250775003
HART3205,Special unit: Curatorial Studies Internship,3,2,demonstrate high level of initiative and the ability to work independently where required,,ALREADY_GOOD,GOOD,"This outcome uses ‘demonstrate’, a strong application verb, and focuses on exhibiting behaviours in a real-world setting.",work placement; practicum portfolio,2.250775003
HART3205,Special unit: Curatorial Studies Internship,3,3,create a proposal and final report with the approval of the host supervisor,,ALREADY_GOOD,GOOD,"The verb ‘create’ falls within the application level, requiring students to produce tangible outputs based on learned concepts.",practicum portfolio,2.250775003
HART3205,Special unit: Curatorial Studies Internship,3,4,perform tasks set by an employer to a high standard,,ALREADY_GOOD,GOOD,"‘Perform’ is an action verb fitting for application, focusing on executing tasks within a practical environment.",work placement; practicum portfolio,2.250775003
HART3205,Special unit: Curatorial Studies Internship,3,5,"critically reflect on experience in the
workplace",‘Describe and relate experiences in the workplace to theoretical concepts.’,BAD,NEEDS_REVISION,"This outcome uses ‘critically reflect’ which leans heavily into Analysis (Level 4) rather than Application (Level 3). The unit has 5 Learning Outcomes, which is within the appropriate range for a 6-point unit. However, one outcome requires revision to better align with the expected Application level (Level 3) of Bloom’s Taxonomy.",practicum portfolio,2.250775003
ANHB2???,COPY OF Biological Anthropology: Human Adaptation and Variation,2,1,"learn to appreciate the methods, goals and values of science and the place of evolutionary theory in the sciences","Describe the methods, goals and values of science and explain the role of evolutionary theory within the scientific framework.",GOOD,NEEDS_REVISION,"This outcome uses the prohibited phrase ""appreciate"" and focuses on a feeling rather than a demonstrable skill.","Exams cover theoretical knowledge base, evaluation of graphic, tabular and text scientific material, ethnographic observations 

Paper requires identification of variation between groups, assessment of the evidence for source of that variation, clear scientific communication of arguments and evidence, and presentation of resultant conclusions.

Tutorial participation requires development of coherent fact and theory based commentary, verbal and written communication of scientific ideas and critique of commentary",3.05937618
